solute_smiles,solvent_smiles
C(C1C(=O)NC(=O)N1)C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCOC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)c1cccc(c1[N+](=O)[O-])O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)/C=C\C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc(C)c(c(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C=C(C)C1C/C(=N/Nc2ccccc2)/C(=C(C1)/N=N/c1ccccc1)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C([C@H]([C@H]([C@@H]([C@H](CS)O)O)O)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCP(=O)(O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1c(c(Cl)nc(c1Cl)Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)/N=N/c1ccc(cc1)Oc1nc(Cl)nc(Cl)n1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)COC(=O)NCCCCCC(=O)NCCCCCC(=O)NCCCCCC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc(ccc1OCC(=O)Nc1ccccc1)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C)CC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1=C(C(=O)C(=CC1=O)Br)Br,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)c1c[nH]c(c2ccccc2)n1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](C[C@]12C)O)C(=O)COC(=O)CC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)c1ccc(cc1)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(ccc4[C@H]3CC[C@]12C)OC(=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1CCC2C(C1)C1CC2NC2CCCC(NC3CC(C4CCCCC34)NC3CCCC(N1)N3)N2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(cc(c1)N=NC(=O)N)C(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1CCC(C(C1)Cl)SC1CCCCC1Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)Nc1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C(C(=O)O)O)(C(=O)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1c(cc(c(C)c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN1Cc2c(ccc3c2OCO3)[C@H]2[C@H](Cc3cc4c(cc3[C@@H]12)OCO4)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc2c(c1)nc(Nc1ccccc1)n2/C(=N\c1ccccc1)/Nc1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1nc2ccc(cc2s1)N(=O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)CCCOC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccccc1OCC(COC(=O)N)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc(ccc1O)c1cc(c2ccc(cc2)O)[nH]c(=O)c1C#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(CCCCCCC(=O)O)CCCCCC1CCCC1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccccc1NC(C(Cl)(Cl)Cl)Nc1ccccc1OC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)c1cccc3cccc2c13,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)[C@@H]1OC[C@@H](CO1)OC(=O)c1ccc(cc1)Br,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCCCCCC1CCC(=O)O1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)Nc1ccc(cc1)/N=N/c1ccc(c2ccccc12)N(=O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)Nc1ccc(cc1Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O)C(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)P(=S)(NN)NN,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C([C@@H]([C@H]([C@@H](CO)O)O)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)Cc1ccc(cc1)C(C)C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C=C(C)C1CCC(C)CC1OC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC(CC)(Cc1ccc(C)cc1)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C1SC(c2ccccc2)SC(c2ccccc2)S1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(cc2)O)ccc1O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(ccc1c1coc2c(ccc(c2[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)O)c1=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(c1c[nH]cn1)[C@@H](C(=O)O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)c(c1cc(ccc1n2)F)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(cc(c1)[N+](=O)[O-])NC(=S)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC(C)(C)OC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCN(CC)CCNC(=O)c1ccc(cc1)NC(=O)CCC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C=CCNC(=O)N(c1ccccc1)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCOC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(CCC)(c1ccccc1)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(cc(c1)S(=O)(=O)N)S(=O)(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)CCCC(C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CC(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)CC(C)(C)OC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCSc1ccc2c(c1)nc([nH]2)NC(=O)OC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc2c(ccc(c2nc1)C(=O)O)[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(cc1)N/C(=N/c1ccc(C)cc1)/n1c2ccc(C)cc2nc1Nc1ccc(C)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)c1ccc(c(c1)O)[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C(c1ccccc1)C(c1ccccc1)(c1ccccc1)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1coc2c3ccc4c(CCCC4(C)C)c3C(=O)C(=O)c12,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(CCCCCNCCCCN)CCCCC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc(ccc1O)c1cc(c2ccc(cc2)Cl)[nH]c(=O)c1C#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOc1ccc(c(c1)n1nc2ccccc2n1)NC(=O)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=C1CC(=O)C(C)C(=O)C1)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCn1cc(c(=O)c2cc(c(nc12)N1CCNCC1)F)C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(CCCCCNCCCCCCCCN)CCCCC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(c(c1)C(=O)O)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)(C)c1ccc(cc1)C(=O)NN(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)/C=C(\c1ccccc1)/C(=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(c(c1)Cl)OP(=O)(O)Oc1ccccc1Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(ccc1Cl)N1CC(=NC1=O)N1CCOCC1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(ccc1C(=O)OCC(CO)O)Br,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(c(c1)[N+](=O)[O-])O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOc1c2c(c(c(c1OCC)OCC)N)C(=O)OC2C1c2c(CCN1C)cc1c(c2OC)OCO1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)CSC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)/N=N/c1ccc(c2ccccc12)N(c1ccccc1)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)C(=Nc1ccccc1[N+](=O)[O-])OC2=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)N=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)CC(c1ccccc1)C(CC(=O)C)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCCCCCCCCNC(=O)CCCCC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC1(C(c2ccccc2)Br)C(=O)N(C)C(=O)N1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C#CCSC[C@@H](C(=O)O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1CCC(CC1)C(=O)N(C1CCCCC1)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C(=NNC(=O)N)C)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC1(C)C2CCC1(C)C(=NO)C2=NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(c(c(c1)[N+](=O)[O-])O)[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(cc1)Nc1[nH]c2ccc(C)cc2n1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC[C@H](C)[C@@H](C(=O)O)NC(=O)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc2c(Cc3cc(ccc23)N)cc1Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1c(C)noc1N(C(=O)C)S(=O)(=O)c1ccc(cc1)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)nc1cccc(c1n2)C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C=NNc1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(cc(c1)Cl)c1cc(c(C(=O)NCC(=O)O)nc1)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cccc2cc(C(=O)O)c(=O)oc12,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC(CC)OC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc(c(c1)OC)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(CCNC(=O)N)CC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C(=O)O)NC(=O)Nc1cccc2ccccc12,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[C@@H]1([C@@H]([C@H]([C@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1CCN2C[C@H]3C[C@H](CN4CCC[C@@H]([C@H]34)O)[C@@H]2C1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C)c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(Cc1ccccc1)/N(N(\O)/C(CCC)Cc1ccccc1)/O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(c(c(c1)[N+](=O)[O-])Cl)C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cn([C@@H]2CS[C@H](CO)O2)c(=O)nc1N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1c2ccccc2c(C)c2ccccc12,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cn1cc(c(=O)[nH]c1=O)[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCC(=O)NCCNC(=O)CCCCC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C=C(C)[C@H]1Cc2c(ccc3C(=O)[C@H]4c5cc(c(cc5OC[C@H]4Oc23)OC)OC)O1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@@H](Cc1ccccc1)N(O)N(O)[C@H](C)Cc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@]12CCC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](CC[C@]12O)c1ccc(=O)oc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(c(c1)Cl)OC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)c1NC3=CC=CC(=Nc4c5ccccc5c([nH]4)N=c4c5ccccc5c(=Nc2[nH]1)[nH]4)C3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)Oc1ccc(cc1C(=O)O)n1nc2ccccc2n1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1c(cc(c(c1O)O)O)[C@@H]1[C@H](C(=O)c2c(cc(cc2O1)O)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(CO)[C@H](C(=O)N[C@@H]1C2CC[C@@](C)([C@@H]1O)C2(C)C)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)CC1=C(C(=O)O[C@@H]1C)C(C)(C)[C@@H]1C(=O)C(C)OC1=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(c(c1)C(=O)N=[N+]=[N-])[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(CCCCCNCCCCCCCN)CCCCC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCCCCC(C(C(=O)O)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COC(=O)C(C(C(=O)OC)OC(=O)c1ccccc1)OC(=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)c1=Nc3cccc(=Nc4c5ccccc5c(N=c5cccc([nH]5)N=c2[nH]1)[nH]4)[nH]3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@@H](c1cc2ccc(cc2nc1c1ccccn1)F)Nc1c2c([nH]cn2)ncn1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCn1cc(c(=O)c2cc3c(cc12)OCO3)C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C(=O)O)N(CCC(=O)O)C(=O)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1=CC[C@@H]2[C@H](C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)CCC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)O[C@H]1CC[C@H]2[C@H]3Cc4ccc(c5c4[C@@]2(CCN3C)[C@H]1O5)OC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)c1cc(ccc1[N+](=O)[O-])O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)[C@@]12[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]13C)O2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOc1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(ccc1[C@H](C(=O)O)N)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)Nc1ccc(cc1N)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc(cc1)N=Cc1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc(ccc1Nc1c(cc(C)s1)C#N)N(=O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1c(cc(c(c1O)O)O)C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(CCC)(C1CCCCC1)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2ccc(cc12)OC)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(c(c1)C(=O)O)Nc1cccc(c1)C(F)(F)F,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)c1cc(c(C)c(c1)N)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCC(C(=O)[O-])[NH3+],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc2ccc(C)cc2c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(cc(c1)Nc1ccc(cc1N)Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC(=Cc1ccco1)C=NNC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC1(C)[C@H](CC[C@@]1(C)C(=O)O)C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C=CC(CC)OC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(CS(=O)(=O)CCCl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=C(c1ccccc1)O)C(=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1c(C#N)c(c2ccccc2)n(c2ccccc2)n1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc(ccc1O)CC1COC(=O)C1Cc1ccc(c(c1)OC)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(cc(c1)[N+](=O)[O-])C(=O)N=[N+]=[N-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1c(c(cc(c1[N+](=O)[O-])O)O)[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(C)c(c1)OP(=O)(Oc1cc(C)ccc1C)Oc1cc(C)ccc1C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C\3/C[C@H](CCC3=C)O)/CCC[C@]12C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)NN=C(C#N)C#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)NCC(COc1ccc(cc1)CC(=O)N)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C(c1ccccc1)(C(c1ccccc1)(c1ccccc1)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCn1cc(c(=O)c2ccc(C)nc12)C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O)[C@@H]2C1)C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)COC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(COCn1cnc2c1[nH]c(N)nc2=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(C=C2COCC(=Cc3ccco3)C2=O)oc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(CCC1CCCCC1)OC(=O)NC(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc2cc(C(=O)O)c(=O)oc2c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc(cc1)S(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)C(c1ccccc1)SC1=NC(=Cc2ccccc2)C(=O)N1c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc(cc1)N=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2cc3ccccc3cc2c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC(CC)CC1(CCO)C(=O)NC(=S)NC1=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C)c1ccc(cc1)C(=NC(=S)Nc1ccccc1)c1ccc(cc1)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@H]1C[C@](C)(C[C@@H]([C@@H](CC2CC(=O)NC(=O)C2)O)C1=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(cc(c1)O)C(=O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCS(=O)(=O)C(C)(C(Cl)(Cl)Cl)S(=O)(=O)CC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
